id_mentah,username,comment,Label
643,dhuh.ayune,OUTFIT CANTIK2 start from 35rb aja✨✨,positif
1508,monicmomon,slide ke 5 🙃,netral
312,asti_srim,😮😮😮,netral
352,awsyesye,aaa sayanggg,positif
549,dafadw,Insyallah sah yah😍😍😍,positif
1422,maulidakabir,Knp ye suka bgt ngeliat mreka bdua,positif
2125,setyoriniputri_,Takut banget lochh 😱😱😱😱,positif
1186,jogjaparty.id,Angkringan KR itu mahal hahahaa,negatif
307,asia.carina,gelem poo diajak kesini @fatimahdyh,positif
288,arlindaadr,"2020 sebar undangan nikah, yuk amin in yuk!",positif
695,ditalestaari,Dikasur!!!,positif
913,giginana16,Kicik apaan?,netral
631,dhanaaa07,sumpah ka harga nasinya murce kan yaakkk,positif
2093,sassyaacassy,haduh sate bekecott mantebb tu😭😭😰,positif
1905,raranasira,@dendyaryo,netral
2388,valerieee_th,❤️,positif
1738,odamalfath,lgsg merinding liatnya😢,negatif
1645,nikitannisa,ngaco☹️😍,negatif
1335,lindrayyy,"SLIDE TIGA BRO, GUE LANGSUNG DEDEGANNN",negatif
2056,sabheela,cantik pol,positif
1670,nmarya__,❤️❤️❤️,positif
2382,urmilaa22,Mas bian😭,netral
1445,melda.agustinaa,Ada apatu @riantubagus0,netral
924,gitavni,Next destinasi jun @nanajuniati,positif
2130,shannazsa,Aa kgnn bgt makan iNIIiww,positif
2188,skrrraah,Kak di manado ya?? Mau titip pisang ambon,netral
14,_aqira05,Galfok sama cewe yang dibelakang😂 @awkarin,positif
1033,husnulllllll__,♥♥♥♥♥,positif
2513,yourgirlbitch_00,Di tunggu kbr bahagia nya😅,positif
515,citra.belladi,❤️,positif
410,beegirlpower,Pernah nonton di konten nya DMS,positif
1536,mutmainaatungkeee,😍😍😍😍,positif
314,astrinovian17,@tim_jurnalrisa,netral
1965,richiatania,Sya mah anak INDIHOME jadi ga bisa liat🔥🔥,netral
2197,snayuyi,Liat foto ini aja w dah merinding,negatif
810,fajrinaunong,Rinn spill bajunya doonggg,netral
950,haideecare,wahh selamat mengeksplor Jogja kak❤️❤️❤️❤️,positif
1406,maria_boangmanalu,Wah ada bidadarrri,positif
383,azizakey_,@mutiara_shaila yuk,positif
2386,uu.wiii_,❤❤❤❤,positif
2314,tiaraa.afr,❤❤,netral
811,falahfajr_,Next Purwokerto dong Rin😖,positif
1540,myhppnst,Besokk kemane nihhh,netral
2148,sherlykarina_,Gak beraniii,negatif
1099,indirarochaeni_,Slide ke 7 😢😢,negatif
264,apple.apl_,gantenk bgt,positif
1015,himrhsyhx____,Gua suka vibes tempatnya 😍,positif
2524,yumnamagdinaaa,@delianarsmwt HAYU JOGJA😭,positif
2389,van.vaza,Karin del rey?!,netral
416,bekusuma,"Cakep bener rumahnya, dulu...",positif
223,anggrainirestya,Kok sekilas kek putri duyung tanpa ekor ya😅,positif
359,ayeshamauraa,banyak bgt disitu 😳,negatif
1442,meilyansiwy,uhhh,positif
938,grcs1997,Miss you rin🥰🥰,positif
9,_aafidahtan,mirip astaga🔥,positif
1088,imeldaadinda_,"karin cantik banget, pusing :'",positif
317,athanrdts,Lama ndak e @marinaelsa_ wkwkwk,netral
305,asepxx___,Merinding bgt,negatif
428,bfbriana19,Slide 3,netral
106,adielanugrah,takut ga berani geser😰,negatif
1566,nadhirarl,jujur gua mual,negatif
122,afffanzz,Kurasa kutlah jatuh cinta😂,positif
1969,ridamarlita96,Ih mirip.. sumpah 😍,positif
1675,normapermatasari,@awkarin  you look twins,positif
868,fitri_misyela,@tim_jurnalrisa harus kesini ni👏👏👏,positif
1386,maharaniiia,gemesnya mas abi,positif
1863,qaulnsykila,Demi apapun serem bgt,negatif
1293,laila_aps,@tim_jurnalrisa  wajib nih dicoba 😂,positif
116,adityafaris96,Karin❤️❤️❤️,netral
1038,iaaacsk,Keren bgt yaampun sukses trs ka karin😭❤️❤️❤️,positif
745,elisabetprina,@miisdaa @umm_rafaaa @nisa_wa9,positif
863,firmansyah.rizal12,Kaya gak asing tempatnya😂😂 @sarawijayanto,positif
2152,shintaagus,Gus @reyaz_mubarak mantabbb😜😜,positif
2393,vanniaaa.s,@indrinoviyyy,positif
1477,millaerv,"Kangen jogja, kangen angkringan😭",positif
1310,layliq.nada,mual sm pusing banget yuyurrrr:(,negatif
673,dinamelfin,Untung aku anak Indihom ..,positif
2365,uchyrahmadany,Aku melihat tanda2 akhir bulan,negatif
2545,zararifah,Gemessssssssssss,positif
1722,nurulfdila._,o,netral
310,asrifajarsp,Rumah style Chinese ya?,netral
592,dessi_aliusman,Cucok,positif
463,cacamanda_,sosweett❤️❤️,positif
1042,ic00ngg,😍😍😍,netral
46,_sshe.llaaaaa,Awww❤️,positif
2494,yayankg,AAAAA KNPSI KAN GUE JG JD MAU KE JOGJA HUA🥺🥺,positif
1002,hheyyohh_,Sayang mau @hhallohh,positif
553,dananggkuchaayy,Keren lahhh,positif
88,addeelle_,Gw kesini sekitar 2 tahun yang lalu 😌,positif
691,dipiway,Slide 3 & slide 8 sesak liatnya,negatif
1775,pandu_buwono,ganti pacar lagi ? 😂,negatif
1469,midimkincir,poto kasurnya 😢🥺,negatif
2473,wulaaaannnnnn,💖💖💖😭,netral
2330,titawijayahabibi,aku anak indomie kakak .. gak ngerti jadinya,netral
1222,kartikaawlndr,anjaee mae,netral
801,fabdww,😍😍😍,positif
2116,septiaanisa929,@izzatulhanifah42 cba tebak za,netral
301,arvinkeynes_,🖤🖤,netral
1118,inyoureyesshop,Kukira tadi tulisannya TTTerapi 😂😂,netral
544,d__ta7,Hampir tiap ke jogja ke sini,positif
1848,putriiayuanjn,Mirip ganggu,positif
2273,t.yaxxry,❤️❤️❤️,positif
495,chokrengifari,😍,netral
366,ayukartika.p,@hermawanyudhisaputra,positif
2316,tiaraahw,Ini kan yg pernah di datangin @sarawijayanto,positif
1629,ndib_18,Rumah pocong bkn sih ??,negatif
274,arfiafio___,karinn ke gunungkidul kapannnnn🔥,netral
789,esteranggraeni_,Akuuu,positif
72,aandi.as,Apa cuman gw liat penampakan yg di falfon😢😢,negatif
1352,lolaaraspa,@tit.ahhhhhhh,positif
1901,randikaradit,Mampir Sarkem ka 🤣🤣🤣🤣,negatif
64,778qhaga,❤️❤️❤️,netral
395,bagusspd,Cocok buat di jadiin tempat syuting,positif
1423,maulidatirizka,💝💝,positif
344,awkarin,Mantra-mantra Jogja.,positif
1608,nasywars,cocokkkk kapan sebar undangan?,positif
1449,melliamelbere,ndak tau😪,negatif
501,chunaydiasyah1297,❤️,netral
1755,on_mylens,Keanu jelek bgt,negatif
1539,my.heavenly.delight,❤️👏,positif
678,dindaaarahmaa,duh😍,negatif
2535,z.elnr,💖💖,positif
2425,vxzoja,Canciiiii,positif
2157,shofinra,pen ketemu woy,positif
1713,nurmalasarinurri,aduuhhh... cetarrrr... bangettt...,positif
273,arfanafrizal,😍😍😍😍,positif
1267,kiriniindri,OTW,positif
206,andinuraisyahh_,ini tempat main film yg wayang itu kan?,netral
734,egaanuraenii,❤️❤️❤️,negatif
153,aldiirzkym_,Bantu follow akun aku auto follback,netral
930,goldencrown.market,😍😍😍,positif
558,dapurmamamadu,Sukakk❤️,positif
1671,nndyslv,Mas Abi Yang Kmrn Ngajak Gue Ngopi Rin,netral
378,ayyuaay,❤,netral
1488,mjtomms,Thankyou Rin 🙌❤️,positif
536,cudikusumaningrum,Rindu jogja dan isinya 😥,positif
2407,vinabee.id,❤❤❤❤❤❤❤❤❤,netral
1577,nadjaalfa,mau nyobaaa,positif
1682,novi_sasmita9,Aku pikir lukisan 😍,positif
199,anaarnns._,Aaaa🤤🤤,positif
562,dayatputrasiregar,Jogja istimewa 😍😍😍,positif
686,diniriss_,Jangan ganti lagi plis,negatif
1274,kodellsss,Miriip banget yaampun ❤️,positif
591,desshand,Ingat ga? @ermmawijaya,positif
520,claraauliaa11,lucuuu,positif
309,asniasn_,Biru biru gitu jadi inget laneige,netral
605,devamegaaa,Kaya malaikat,positif
2210,souryes,Bakmi gandhok pls itu bakmi jawa enak😭,positif
1454,memeparantrus,Sereeeeemmmmmmmm,negatif
60,2nd_sy,❤️,netral
584,delynaputri,Ganteng ih pacar nya,positif
1128,isdimzz_,❤️❤️,positif
208,andiraaaa11,Nontonnya pernah di DMS @diarymisterisara 🙌,positif
492,chiquitaaurelie_,Ga berani ngeslide,negatif
2454,winda_putri507,Tau tempat ini dari @diarymisterisara 😍😍😍,positif
786,essepunchp00p,Gatau pusing & mual liatnya😭,negatif
2155,shintawulandika_,YG TERAKHIR YA RIN INI JANGAN GANTI LAGI!!!,negatif
2488,yanareuuu_,GILAKKKK AWKARINNN berani banget 😢,positif
793,euneng10,Kalau di zoom baru kerasa😢,negatif
832,febbyindaaah,@almajid_antik_,positif
163,alfaskinbalishop,❤️❤️❤️,netral
1593,nanaayuliana,@myhilmah yo kesini lg,positif
527,cokjessy,Artinya apaan rin,netral
892,fyysaurs,🔥🔥,negatif
2404,vidavidoth,Aku kira mau D renov 😁,positif
257,anothergladys,Inget rumah nenek kalo liat ini,positif
507,cikkinlovers,Merupakan adalah daging kambing,netral
387,azlinawatii_,💚💚💚,netral
2175,sipotatoo_,Liatnya muallll sumpah😢😢😢😢,negatif
2285,taniamilest,merinding,negatif
2220,ssharkdododo,mirip masa hahahaha,positif
1946,retta.yang,Aku mah apa cm anak indomie.. 😔,negatif
1984,rinaaaw18,Nunggu berapa jam?😂,negatif
1877,radenmasuho,Kerennn🔥❤️,positif
21,_diaaahs,ga beraniliatstorylu rin,negatif
1476,milee_niaa,😍,positif
440,bleedintearsss,aku org jogja tp blm pernah kesana😢,negatif
1819,prima.aynov,Gw mah anak Indomie😂,netral
382,azizaah99,Kayak pernah d pkk syuting dms,positif
2085,sarahzakiah_,cocok udh:( nikah aja cepet lo ah,positif
2072,salsabillafird,😍😍😍,netral
539,cuttasyaa_,bagi dong ka aw,positif
1104,infoslotgacorsekarang,Sumpah iya cakepp parahhhh😩😩😍,positif
1761,ooocccaaa,slide terahir paling serem,negatif
84,achahafsahh,"Baru aja balik, wishlist kalo kesana lagi!",positif
991,helmimeliani,@diarycewekindigo 🙏🙏,netral
1261,kilaaaad,Aku firsttt ka😍,positif
1375,lyadmsalaff,Jirr ada tembok,netral
884,freshfrom.milss,KOQ KALIAN MIRIP BGTSIII,positif
1287,kyutimysh,Tempatnya serem 😢,negatif
2466,wln.dr_,pgn mudik jdinya:(((,positif
1837,putkaruniarr,💙💙💙,positif
887,fsyaamra,Sewajah dong🥰,positif
271,ardanny_,Angkringan Mang Udin di Jl. Pramuka the best,positif
2016,rivoniaamtirann,Yaa ampun mbaaa😘😍💯💯,negatif
2046,ryhnutm_,🔥,positif
2114,septha_09,😍❤️❤️,netral
2321,tifanysaputri66,Mirip Woyyyyyy😍😍,positif
2465,wiwitsuswardhani,Slide terakhir 😖,netral
2468,wndrie,kgn mau !!😭🥺,positif
1085,iman.sulaiman__,Dikasur rin,netral
430,biankaar_,Jatuh cinta saamaaaa kamu💛,positif
2030,rosinahros14,@lalaaaaaaaa.po @u.umynh_ @nongayyu,positif
2250,syahranirnt,gajadi jogja galauin aja?,negatif
2261,syifana.azhr,"bingung siapa yg nyoret""""",netral
459,butter.flyp,Sesek bgt liat slide awal2,negatif
1380,madamega.id,Duhhh pngn cpt2 otw sanaahh 🤤🥰,positif
928,gloria.permataa,❤️,netral
79,abel_gabriela,😭😭😭,negatif
2490,yaraaa2202,Galupa dan ini harus @fisemil98,positif
1273,kmla.ns,Lope you Karin💋,positif
33,_luthfiaa07,Knp ini manis bet yawlo :(,positif
907,ghinaaulputh,"serem bgt,bye.",negatif
1150,iwdranti,"pusing bgt ngeliatnya, gatau kenapa🥲",negatif
1049,ichasfaad,@riadwisas hayu ke Jogja lagi,positif
2538,zahrasrhrpp,@tim_jurnalrisa @risa_saraswati,positif
381,azhyraa_,Aamiinin ges,netral
2474,wulanjlynti,@lussfl inget kaga,positif
227,aniingggg,💖💖💖💖,netral
1581,nafilaarlan,Duyung putrii💛💛💛,positif
1360,lslstrr,😍🔥,positif
716,du.ui,Cobain @teddy_handoko,positif
2013,ritajuliantiiii,Ajak @its.tasyuff  enak ni war @mawarianrose,positif
687,dinnnnnda_,"Lg icip"" menu yg pas buat prasmanan nanti""",netral
2187,skincare_palembang3,First,positif
2012,ristaedi2512,Mantab @awkarin  smpai bantul😍,positif
306,ashari9954,Pocong Sumi kan,negatif
210,andresatrya_,Kuliner wajib jogja daerah selatan 😍,positif
2209,sopianusop,Langgeng,positif
1753,oliviansh_,Caption needed,positif
2539,zahrdniaf,❤️❤️❤️,positif
1129,isnnnz,kak bikin vlog dong😂,positif
2031,rositaoci1979,Kesini dong kak @tim_jurnalrisa😂,positif
1954,rezkyyputri,Kliyengan abis liat foto²nya... 🥴,negatif
2088,sarialakadarrr_,Wehh mba Karin ke  Jogja lagi,positif
1594,nanaerinanana,Pak ponggg memang terbaikkk 👌,positif
2221,ssndni_,Mau😂,positif
2005,rischa.aa,MIRIP NJIRRR,positif
192,amibarbaraa,@tim_jurnalrisa @risa_saraswati,positif
1272,klaraadita_,Gk sekalian keSolo kak??,positif
1290,lacoconature_id,Mantap😍,positif
2518,yudhistiadisa,Di slide 7 w ngerasa aura nya jelek sih,negatif
484,chairunnisa__,@elizaaap @winaaass @hi_winii @slv_claudia,netral
2443,westtears,I see 👀,positif
916,ginabahokkkk,bawa aku kesini mel @melinda.wari,positif
1533,mutiaranfm,@tata_sya17 apa yg kau liat nak,positif
278,ariestiaaajannah,Di @diarymisterisara adaaaa,positif
989,hellomamaaa_,slide tiga tbtb merinding bgt asli,negatif
1074,ikhsan_harris,Wirausaha be like : tempat yang strategis😏,positif
222,anggraal,@icchawww_,netral
1193,juliyantisabar,😍😍😍,positif
572,defipebi,merinding baca ne,negatif
412,beellaps_,TBL 🥺,negatif
1379,maaandddaaaa,😍😍,positif
994,hengky_kotto,"Awas ka ketiban genteng,@awkarin",negatif
2084,saraheryanty,mirippp njirannn,positif
1710,nuridwiapriliyani,yaampun serem banget dompet aku😢,negatif
586,denyhadi_permana,👻,positif
2334,tltha22,Kyuuudy❤️,positif
2555,zlfnfdrsyh,Presetnya keren kakakakakakka,positif
1601,nandasrihanda,Cinta bgt sumpahhhh😍😭,positif
675,dinastiptr,💛💛,positif
1238,keeuu_,disini kan ada kamar yg gaboleh dibuka,negatif
856,firdayanti_esaputri,Dan akan berakhir di tanah,negatif
448,borderlessmon,😭❤️❤️,netral
1646,nillaskmn,🐣🌈,positif
1221,kartiikahierda_,Kak sarah Wijayanto pernah kesini,positif
1809,ponnengponneng,Bagus😍tapi seram,negatif
2282,tamassakanissa,@yhenisiwi  mba mbolll ngrti tmpt iki rung,netral
295,arsipdumb,Syedepp,positif
589,desaklosika_,Cocok bngttt😍,positif
1551,nab.nezaa,huhuuu aku aja cuman lewat kak,netral
1331,lilismawar,genggam karin teruss kak sab❤️,positif
1055,icikicikembem,Ude pernah ye @generasi.meecin,positif
1801,pipahdixon,merinding,negatif
426,berlianaaaasp,@dvftraaaaa_  mau coba g?,positif
535,cucisepatu.omgun,Authentic bgt gile 👏,positif
1362,lucky100803,Jadi kangen Jogja deh😥,positif
2551,zhldvi,Deket rumahku😭,positif
1054,ichyagrc,"BAHAGIA TERUSSS YAA MBA KARIN, MAS ABI❤️",positif
1838,putraperdaana,Ini ada di vidio nyai @sarawijayanto,positif
1988,rinaraihana_,💖,positif
1850,putriintnr,Bahagia terus kak 💛💛,positif
2154,shintanrn12,Mirip😊,positif
2269,sylviaanggrni,Bikin ngiler 😂,positif
2453,winanda_pinky,The best😍🤤,positif
557,dapur_manados.official,💖💖💖,positif
2402,viccyona,Konten terbaik✨❤️,positif
2180,sitifa99,Mirip,positif
2286,taniastzx,damn,positif
571,definabilah,Jujur puyeng ngeliatnya,negatif
353,awyeayeaa,knp kita ga kesini @laohlaohlaoh,positif
92,adeeskrtn,U guys are so cute❤,positif
2394,vanyindira,@tim_jurnalrisa,netral
2249,syahira_42,@istianahvina anak Indihome coba liat ini 😂,netral
2059,safa.rizky,Dek karin sayang...,positif
1989,rinayu30,Uwww mba karin😍😍,positif
2138,shellaa.oktv,@diarycewekindigo,positif
349,awnangg,lengket terus ya😍,netral
1147,itss.susulelesule,mlm mlm makin🔥,positif
1944,resymashinta,Mau kesini @bernadmaeso,positif
1668,nklaras,Deket bgt sama rumah😭,positif
1311,leenods,Ini pakpong yang sebelah mana kak?,netral
1419,maudyrahmaa,jdi pengen angkringan:( @wahdah.s,positif
2429,wahyu___setiawan,Berani tp takut,negatif
2415,viranissaichi,"Klo sma yg ini , aku liat nya ademmmm😘😍",positif
2124,setyo_pm,Ini rumah pocong sumi,netral
454,brown.apps,netflixnya ka buat nonton azab!😘,netral
914,giiipa,@rererz07 jogja menunggu,positif
2426,vynacitranabilaa,Ngeliat aja langsung merinding😢,negatif
38,_raskitapurba,Yang buat shooting diarymisterisara gak sih,positif
975,hastuti.r.96,👍👍👍👍,positif
1829,pujiastuty89,Lokasi ini @diarymisterisara prnah kunjungi,positif
1436,mbunk_since1981,"Sy menu paling bawah aja...""Es jeruk""""...😂""",netral
40,_ruangr,Mantul mbak❤️❤️❤️,positif
1300,langitma,❤️,positif
170,alinfla,Kesini yuk @damassugara,positif
1859,putriyanakiftiah,Rin ayo dong main bareng @tim_jurnalrisa,positif
1303,larasatiza6,@tim_jurnalrisa @risa_saraswati,positif
2418,viriyalines,foto terakhir... 🥺🥺,negatif
635,dheaedh,Sekilas aku liatnyw dia DO exo:(((((,positif
1475,milasaleh_,F,netral
580,dellaalvianaaa_,Mba Sumi ada di bagian ke 5 🙃,negatif
1613,natt_fen,Awas nyesel gk liat story aku.,negatif
893,g.rydi,Ini yg dulu tim jurnalrisa pernah kesitu,netral
781,ershacamelia__,@tim_jurnalrisa @risa_saraswati sabi lahhh😍,positif
160,alena_setya,Bagus banget body nya..😍😍,positif
1135,its.sadom,@ussfeeds,netral
1212,kanthiawfr,10 menit??? 10 detik aja gamau disana :'),negatif
62,4.3t1k4.pr4s3ty4nd1,Hadiiirrrrrr 🙌,positif
850,filterinstory,😍,positif
1622,nazwahpr,yeay sama!!,netral
2471,ws.oktafiah,Pusingggg,negatif
1044,icaaheo,@tim_jurnalrisa X @awkarin,positif
1414,masitoh1712,Wihhh asikkk juga tuh😍,positif
1187,joicepenali___,Tau tempatnya dari DMS🔥,positif
1071,ikavrlzr,@riofarllaso_ woiwoiwoi,positif
54,02_larass,Setiap ke jogja mau ksini gagal mulu kesel 😭,positif
1624,nciii_____,Udah ya plis sama yg ini aja,positif
506,cikita_adinda_saskiya,Fiks nomor 3:)),netral
753,elvandaa,merinding pls,negatif
1448,meliyanti2304,Berani se... asal masih kelihatan orang 😂,positif
1704,nshaaalsyaa_,Kerennnnnn😍,positif
2549,zelfi_refdiyanti,Mudik slalu kesini... the best,positif
2237,sulisnawahyuni,Cutieee💛,positif
2103,seftia020988,👏,positif
772,eriantidsn,❤️❤️❤️❤️,netral
2398,vermianda.n,Cutie,positif
2291,tasyauliaptr,wuuuw😻,positif
1086,imawomen_,Aku nggk berani kak 😢,negatif
1254,khoiriyahlutfah,Kok nyesek dan engap gitu ya pas liat,negatif
1510,monikaaurelia_,Ayo sini😂😂😂 @febriantoandreas32,positif
1998,riris.iskandar,@indah_ramadhani_fh flashback,positif
1229,kavkarii,ko mirip 😭,positif
1230,kawulan18,Mas abi ku 💕,positif
2025,rizmasb,sukakkkk😍,positif
964,haninuin,"Merinding,",negatif
1217,karinapermata.s,Serem njir tempatnya😂,negatif
399,bananalass_,@marcelinashellyy gabung yuk. Deket.,positif
585,denuari_as,@bayurdtyo_ angkringan,positif
949,hafnaaristamakeup,Seremmm,negatif
705,dnf.yptr,Bantul?,netral
432,bilaa.zhr,Deg deg an liatnya,negatif
293,arrozizikri,envy,positif
2053,s.kiting,Nah ini calon bini🤣,positif
2134,shazfa_style,😊😊,netral
1602,nandhaamoyy,🔥🔥🔥,positif
3,___nissinwafer,Aku aja yang daerah jogja gaperna kesitu :v,negatif
577,delfialfa,Dewi fortuna turun dari kayangan 😂,positif
1879,radityas_ap,Slide ke-3 dan terakhir 😳,negatif
340,awalfarhann___,Creepy tapi keren tempatnya,positif
1164,jastip_yuuukkk,Jastippnyaaa jastipnyaaa,netral
926,gituiwan,💖💖👍,netral
266,apriliapps,@lailyhdyttt kalah kon mbek awkarin,negatif
377,ayyiinn._,@ur.girl_fwen,netral
272,ardwi,❤️,positif
697,ditamustka,pernah dipake shooting teh sara wijayanto,positif
2026,rizqyaizz,🥺🙏,netral
245,anni.msy,@fatennabillah24 yuk ngabs jelasin,netral
2024,rizkykiky26,Cie jadian,netral
477,ceapeee,💛💛,netral
2094,sastradipuraaa,Kaki 4 ada ka ? 😂,netral
1256,khyasha_kay,Mas abiiii ❤️,netral
1350,lkmnldyy,❤️❤️❤️,positif
1226,kat.nis5,@sarawijayanto @diarymisterisara,positif
2082,sany00ng,😍,netral
251,annisanuansaaa,"@azrul_rifqi gini zrul, ada nasinya",positif
414,befit.erday,🔥🔥🔥,positif
2160,shutpam.s,@aqu.educt,positif
1732,o.rchidd,.,netral
311,asripamungkastuti,deket rumah😄 pesen dulu tinggal pulang hehehe,positif
894,gabriellariaaa,jogja yuk @nfbwna @nikenbwna,positif
1132,its_aayanggg,❤️❤️❤️❤️,positif
2483,xzraraaa__,Angker rin,negatif
16,_azamada,sumpah yg kamar kiri ituu ngerii😮,negatif
722,dyeah_official,Dms pernh shoot lokasi ini,positif
2247,syafridaynasution,@risa_saraswati teh,netral
982,hebihime.___,babee💛💛💛,netral
2159,shotbynazwa,Udh nyoba.emg enk bgt!,positif
2064,salmaafhusna,"aduh deket bgt sama rumah , ko ga mampir si 😂",positif
364,ayucdewi,❤️,positif
1462,mhdhalimyusri,Kak karin notice aku 🙏,positif
183,amaldanaylaa,❤️,positif
986,helllojuly_,Gw liat fotonya aja merinding banget 😟,negatif
1457,mereddina,Itu kak @keanuagl bukan sih,netral
1356,lovely.dwt,😍😍😍,positif
1724,nurulmufidahh,Lihat fotonya aja uda merinding loh 😮,negatif
1122,irmaayuniita,Karin foto disana bukan horor malah estetic,positif
188,amelia.alya_,Kok merinding saya,negatif
620,dewiayu21,Seketika pusing dan mual ngeliatnya 😂,negatif
1453,memangindah,@agungrizki10,netral
1176,jennyadelia5,😘,positif
615,devithastephanie,Wedyannnnnn,negatif
1890,rahmantikaadilanti_,Udah pernah kesitu gw wkwkwk😂🤣,positif
995,heni_kurniawati,Jadi pengen kesana lagi ya @kurnniiiaaa,positif
935,gr_wang,"liat komen"" yg bikin makin merindingdisco""",negatif
372,ayuniwulan,@ttnaaulrhyuuuu gunakan kemampuanmu😂,positif
1405,mardiyatinurul,@tn.arief,positif
594,dessyfatmawati.id,Slide ke 7 dizoom kaya poci 😢,negatif
727,ecaftr___,ini tuh waktu sama kak @eri.carl,netral
1935,rere_govore,Untung aku anak seblak 🤣🤣,positif
688,dino_sp78,Enak......😋😋,positif
1743,ohsantii,Cek di yutub nya diary misteri sara,positif
137,aira_zhafran,Yanda @bengbross,positif
629,dforpidel,tp kdg manusia nya suka gatau diri,negatif
335,aurayli_,ko pertama liat gue bacanya terapi yah😭,negatif
1554,nabilaauliazh_,💖💖💖💖,positif
1888,rahmafadillah.ad,CINTAAA BANGETTTT💖,positif
1110,inshoumaniac,Waktu itu aku ngungsi yawloh 😭,negatif
1264,kinanthidr,❤️❤️❤️,positif
1874,rachelokt,❤️🔥🔥,positif
711,dovirenny,Keren🔥🔥🔥,positif
1040,iamronabell_,Turun dri situ pasti degdegan🤣,negatif
2522,yuliarahmamul_,lebih horor baca komen2nya siih,negatif
1518,mrs_berbie,@herimochtar90,positif
2357,tuzallo,Ada di youtube sara wijayanto ini 👏👏,positif
1113,intanlestaary,😍😍😍,positif
466,cadotmoment_,Duhh gw anak Indomie lagiii,netral
1428,mayangmeylanie,"pundakku sakit, sesek nafas. 😢",negatif
2533,yuvirahayu02,liat dari foto ajah udah merinding,negatif
1980,rikkarsmwty,Liat slide k 3 auto pusing :),negatif
1105,inidevikn_,ini udah pernah masuk di @diarymisterisara,positif
1456,meow_ochi,@diarycewekindigo,positif
339,aw.ul,di tunggu vlog nya karinn,positif
2430,wahyu.puttra,KE JOGJA LAGIIIIII MIT AP SINI KAKA,positif
2146,sheramelindaa,kesini yuk @papichulooo_06,positif
1339,lisaatriutamiii99,Seruuu tp menakutkan juga 😂,positif
1869,r.yogaputra,Makasih kak,positif
2153,shintaayu1698,@martmarta_,positif
817,faradiblo,wahhh parahhh...😍😍😍,positif
1068,ikahardiy,Ko jadi pusing liat nya😢,negatif
275,argetim.id,❤️❤️❤️❤️,positif
2167,silalivia,Kirain nyi roro kidul:(,negatif
866,fitafitrii,@dithaafnovera bebb☹️,positif
102,adheparamithaa,muka jodohh kak😍😍😍😍,positif
1619,naydmn,💗💗,positif
108,adilladeel,Hwaaa merapiiiii😭 rinduuuu,positif
2550,zeusshel,rumah ini mirip difilm makmum gak sih???,netral
1557,nabilahfra,Ini ada di youtubenya sara wijayanto kan?,netral
1430,mayangsaarri,Buset dari blakang lebar bat lu rin,negatif
2010,riskaomegaa,Yang ngefotoin siapa kak,netral
1437,megaan_tao,Luvvvv,positif
2293,tatha_thaa,Padahal cuma foto tp langsung merinding,negatif
1279,krisandreas_,gangga?,netral
1609,nataliaa_widii,💖,positif
713,drama_mahasiswaa,Sateeeeee,positif
73,aas.suprihatini,Ko liat foto ya nyesek ya😢,negatif
1889,rahmaibrhm,Rumah pocong kah,positif
2464,wiwisyudistinr,canteee,positif
482,chaaa.chuuu,🔥🔥🔥,positif
1974,riezap,Mantulll bgt kakaaaaa💕💕💕,positif
1492,mlvndae,ini yg didatengin dms ih,positif
1172,jelitadsn,@jesnoel ga pernah kau bawa aku kesini😭,negatif
2091,sasanova26,Aww bebebkuuuu,positif
1507,monicamoa_,ada gg di semua slide,positif
406,bebekfefey,Mas abi manis bgt dah,positif
758,emmajean.__,DOBLEH😭😭😭,netral
1468,mickeydutsky,degdegan nge swipe nya tp penasaran HAHAHHA,negatif
1702,nrullfadhilah,😍,positif
1371,luthfiahhanum,"keren Rin, proud bgt sm sisimu yg ini. luv",positif
1856,putrir636,"Bneran enak ini, jdi pengen kesana",positif
744,elinyunita__,@jdykrnwn_,netral
807,fajar_satriatama.13,Anak Indihome pasti liat sesuatu yg janggal,negatif
2367,uciiid___,Slide 5 nenek² pandangan kosong.,negatif
1383,mahadir_ella08,Vibes horor tapi aesthetic,positif
1992,rinimgya,Ko miripp,positif
1506,monicakidung,Sampai nikah amin ❤️,positif
149,akusiapaya13939,Kapan gua punya mas mas kaya gitu😭😭😭😭,positif
1291,ladyka.nsa,Unchunch,netral
1509,monielandd,merupakan adalah,netral
693,distributormarwah_skincare,tiap slide fotonya sambil merem merem 😁,negatif
819,farhanageng,Rjj,positif
2358,tyaonik,@keanuagl ngapainnnnn ituuuu,netral
1515,mpiiiiit93,Awww menantang boleh juga nanti mampir jogja😂,positif
1799,pinkkyoct,mirippppp😍,positif
702,diyaspuspitasari.97,Dielus-elus euyy😩,positif
2391,vaniaanabilaa,Knp dah mas abi ngangkatnya garpu 😂,netral
922,gitaanggunn,aku anak indomie 😔,netral
906,gheachntka,@dendiperdana_ ksini ya brou nnti,positif
455,bskajwgi292,Cocok kalian berdua cute😘,positif
1559,nabilamelani,Aminnn🙌,netral
2065,salmaazzhraa,Mirip🔥,positif
1289,labibatunadya,ADEM BANGET LIAT NYA,positif
168,alifbangsawan21,Kak plis cek dm,positif
731,effrafitriliaaa,"YaAllah serem, untung gw anak indihome 😢",negatif
1658,nissqnada_,Creepyyyyyyyyyyy,negatif
